block_key,product_id
"('dragon', 'solution')",b000gzwjgc
"('dragon', '(a289a-fd7-9.0)')",b000gzwjgc
"('naturallyspeaking', 'solution')",b000gzwjgc
"('naturallyspeaking', '(a289a-fd7-9.0)')",b000gzwjgc
"('solution', '(a289a-fd7-9.0)')",b000gzwjgc
"(""mia's"", 'math')",b0000dbykm
"(""mia's"", 'adventure:')",b0000dbykm
"(""mia's"", 'time')",b0000dbykm
"('math', 'adventure:')",b0000dbykm
"('math', 'time')",b0000dbykm
"('adventure:', 'time')",b0000dbykm
"(""disney's"", 'grade')",b00029bqa2
"(""disney's"", 'bundle')",b00029bqa2
"(""disney's"", '(pixar')",b00029bqa2
"(""disney's"", 'grade')",b00029bqa2
"(""disney's"", 'secret')",b00029bqa2
"(""disney's"", 'keys')",b00029bqa2
"(""disney's"", 'aladdin')",b00029bqa2
"(""disney's"", 'reading')",b00029bqa2
"(""disney's"", 'quest)')",b00029bqa2
"('grade', 'bundle')",b00029bqa2
"('grade', '(pixar')",b00029bqa2
"('grade', 'grade')",b00029bqa2
"('grade', 'secret')",b00029bqa2
"('grade', 'keys')",b00029bqa2
"('grade', 'aladdin')",b00029bqa2
"('grade', 'reading')",b00029bqa2
"('grade', 'quest)')",b00029bqa2
"('bundle', '(pixar')",b00029bqa2
"('bundle', 'grade')",b00029bqa2
"('bundle', 'secret')",b00029bqa2
"('bundle', 'keys')",b00029bqa2
"('bundle', 'aladdin')",b00029bqa2
"('bundle', 'reading')",b00029bqa2
"('bundle', 'quest)')",b00029bqa2
"('(pixar', 'grade')",b00029bqa2
"('(pixar', 'secret')",b00029bqa2
"('(pixar', 'keys')",b00029bqa2
"('(pixar', 'aladdin')",b00029bqa2
"('(pixar', 'reading')",b00029bqa2
"('(pixar', 'quest)')",b00029bqa2
"('grade', 'secret')",b00029bqa2
"('grade', 'keys')",b00029bqa2
"('grade', 'aladdin')",b00029bqa2
"('grade', 'reading')",b00029bqa2
"('grade', 'quest)')",b00029bqa2
"('secret', 'keys')",b00029bqa2
"('secret', 'aladdin')",b00029bqa2
"('secret', 'reading')",b00029bqa2
"('secret', 'quest)')",b00029bqa2
"('keys', 'aladdin')",b00029bqa2
"('keys', 'reading')",b00029bqa2
"('keys', 'quest)')",b00029bqa2
"('aladdin', 'reading')",b00029bqa2
"('aladdin', 'quest)')",b00029bqa2
"('reading', 'quest)')",b00029bqa2
"('paper', 'art:')",b0007prnjo
"('paper', 'gift')",b0007prnjo
"('paper', 'wrapping')",b0007prnjo
"('art:', 'gift')",b0007prnjo
"('art:', 'wrapping')",b0007prnjo
"('gift', 'wrapping')",b0007prnjo
"('maestro', 'solo')",b000aazr5i
"('maestro', '2006')",b000aazr5i
"('solo', '2006')",b000aazr5i
"('microsoft', 'server')",b000bhl1r8
"('microsoft', 'standard')",b000bhl1r8
"('microsoft', 'edition')",b000bhl1r8
"('microsoft', '2005')",b000bhl1r8
"('microsoft', 'cd/dvd')",b000bhl1r8
"('microsoft', 'client')",b000bhl1r8
"('server', 'standard')",b000bhl1r8
"('server', 'edition')",b000bhl1r8
"('server', '2005')",b000bhl1r8
"('server', 'cd/dvd')",b000bhl1r8
"('server', 'client')",b000bhl1r8
"('standard', 'edition')",b000bhl1r8
"('standard', '2005')",b000bhl1r8
"('standard', 'cd/dvd')",b000bhl1r8
"('standard', 'client')",b000bhl1r8
"('edition', '2005')",b000bhl1r8
"('edition', 'cd/dvd')",b000bhl1r8
"('edition', 'client')",b000bhl1r8
"('2005', 'cd/dvd')",b000bhl1r8
"('2005', 'client')",b000bhl1r8
"('cd/dvd', 'client')",b000bhl1r8
"('sweeper', 'spanish')",b000i82j80
"('domino', 'designer/developer')",b00006hmwc
"('domino', 'v5.0')",b00006hmwc
"('designer/developer', 'v5.0')",b00006hmwc
"('omnioutliner', 'professional')",b000in6u62
"('compaq', 'comp.')",b000083k56
"('compaq', 'secure')",b000083k56
"('compaq', 'path')",b000083k56
"('compaq', 'v3.0c-netware')",b000083k56
"('compaq', 'wrkgrp')",b000083k56
"('compaq', '231327-b22')",b000083k56
"('comp.', 'secure')",b000083k56
"('comp.', 'path')",b000083k56
"('comp.', 'v3.0c-netware')",b000083k56
"('comp.', 'wrkgrp')",b000083k56
"('comp.', '231327-b22')",b000083k56
"('secure', 'path')",b000083k56
"('secure', 'v3.0c-netware')",b000083k56
"('secure', 'wrkgrp')",b000083k56
"('secure', '231327-b22')",b000083k56
"('path', 'v3.0c-netware')",b000083k56
"('path', 'wrkgrp')",b000083k56
"('path', '231327-b22')",b000083k56
"('v3.0c-netware', 'wrkgrp')",b000083k56
"('v3.0c-netware', '231327-b22')",b000083k56
"('wrkgrp', '231327-b22')",b000083k56
"('sgms', '1000')",b00006hvvo
"('sgms', 'incremental')",b00006hvvo
"('sgms', 'node')",b00006hvvo
"('1000', 'incremental')",b00006hvvo
"('1000', 'node')",b00006hvvo
"('incremental', 'node')",b00006hvvo
"('human', 'body')",b0000ycfcw
"('school', 'zone')",b00066dd5m
"('school', 'pencil-pal')",b00066dd5m
"('school', 'software')",b00066dd5m
"('school', 'phonics')",b00066dd5m
"('school', '(cd-rom')",b00066dd5m
"('school', 'book)')",b00066dd5m
"('zone', 'pencil-pal')",b00066dd5m
"('zone', 'software')",b00066dd5m
"('zone', 'phonics')",b00066dd5m
"('zone', '(cd-rom')",b00066dd5m
"('zone', 'book)')",b00066dd5m
"('pencil-pal', 'software')",b00066dd5m
"('pencil-pal', 'phonics')",b00066dd5m
"('pencil-pal', '(cd-rom')",b00066dd5m
"('pencil-pal', 'book)')",b00066dd5m
"('software', 'phonics')",b00066dd5m
"('software', '(cd-rom')",b00066dd5m
"('software', 'book)')",b00066dd5m
"('phonics', '(cd-rom')",b00066dd5m
"('phonics', 'book)')",b00066dd5m
"('(cd-rom', 'book)')",b00066dd5m
"(""millie's"", 'math')",b00002sac9
"(""millie's"", 'house')",b00002sac9
"(""millie's"", 'ages')",b00002sac9
"(""millie's"", '(win/mac)')",b00002sac9
"('math', 'house')",b00002sac9
"('math', 'ages')",b00002sac9
"('math', '(win/mac)')",b00002sac9
"('house', 'ages')",b00002sac9
"('house', '(win/mac)')",b00002sac9
"('ages', '(win/mac)')",b00002sac9
"('world', 'book')",b000bcz8ng
"('world', 'encyclopedia')",b000bcz8ng
"('world', '2006')",b000bcz8ng
"('book', 'encyclopedia')",b000bcz8ng
"('book', '2006')",b000bcz8ng
"('encyclopedia', '2006')",b000bcz8ng
"('musicalis', 'guitar')",b000fm18vi
"('musicalis', 'workshop')",b000fm18vi
"('guitar', 'workshop')",b000fm18vi
"('printshop', 'professional')",b00009apna
"('printshop', 'publisher')",b00009apna
"('professional', 'publisher')",b00009apna
"('data', 'protection')",b0009rgzgm
"('data', 'suite')",b0009rgzgm
"('protection', 'suite')",b0009rgzgm
"('kids', 'power')",b000ap2wyw
"('kids', 'girls')",b000ap2wyw
"('power', 'girls')",b000ap2wyw
"('adobe', 'premiere')",b000o24l3q
"('adobe', 'upgrade')",b000o24l3q
"('premiere', 'upgrade')",b000o24l3q
"('copy', 'dvds')",b0009jlux8
"('copy', 'professional')",b0009jlux8
"('copy', 'edition')",b0009jlux8
"('dvds', 'professional')",b0009jlux8
"('dvds', 'edition')",b0009jlux8
"('professional', 'edition')",b0009jlux8
"('gen-x', 'media')",b000cszg2m
"('gen-x', 'made')",b000cszg2m
"('gen-x', 'easy')",b000cszg2m
"('gen-x', 'vol.')",b000cszg2m
"('media', 'made')",b000cszg2m
"('media', 'easy')",b000cszg2m
"('media', 'vol.')",b000cszg2m
"('made', 'easy')",b000cszg2m
"('made', 'vol.')",b000cszg2m
"('easy', 'vol.')",b000cszg2m
"('family', 'tree')",b00023azve
"('family', 'maker')",b00023azve
"('family', '11.2')",b00023azve
"('family', ""collector's"")",b00023azve
"('family', 'edition')",b00023azve
"('tree', 'maker')",b00023azve
"('tree', '11.2')",b00023azve
"('tree', ""collector's"")",b00023azve
"('tree', 'edition')",b00023azve
"('maker', '11.2')",b00023azve
"('maker', ""collector's"")",b00023azve
"('maker', 'edition')",b00023azve
"('11.2', ""collector's"")",b00023azve
"('11.2', 'edition')",b00023azve
"(""collector's"", 'edition')",b00023azve
"('adobe', 'fireworks')",b000ndicuy
"('adobe', '[mac]')",b000ndicuy
"('fireworks', '[mac]')",b000ndicuy
"('instant', 'home')",b0007yepy6
"('instant', 'design')",b0007yepy6
"('instant', '[lb]')",b0007yepy6
"('home', 'design')",b0007yepy6
"('home', '[lb]')",b0007yepy6
"('design', '[lb]')",b0007yepy6
"('x-oom', 'internet')",b000cpmtwk
"('x-oom', 'movies')",b000cpmtwk
"('internet', 'movies')",b000cpmtwk
"('form', 'workshop')",b0002qnd2y
"('form', '1200')",b0002qnd2y
"('workshop', '1200')",b0002qnd2y
"('print', 'shop')",b000h22pg8
"('print', 'publisher')",b000h22pg8
"('print', 'deluxe')",b000h22pg8
"('print', '[dvd]')",b000h22pg8
"('shop', 'publisher')",b000h22pg8
"('shop', 'deluxe')",b000h22pg8
"('shop', '[dvd]')",b000h22pg8
"('publisher', 'deluxe')",b000h22pg8
"('publisher', '[dvd]')",b000h22pg8
"('deluxe', '[dvd]')",b000h22pg8
"('stomp', 'recover')",b0009h9q1i
"('stomp', 'lost')",b0009h9q1i
"('stomp', 'data')",b0009h9q1i
"('stomp', '2005')",b0009h9q1i
"('recover', 'lost')",b0009h9q1i
"('recover', 'data')",b0009h9q1i
"('recover', '2005')",b0009h9q1i
"('lost', 'data')",b0009h9q1i
"('lost', '2005')",b0009h9q1i
"('data', '2005')",b0009h9q1i
"('first', 'bible')",b000cqyclu
"('first', 'stories')",b000cqyclu
"('bible', 'stories')",b000cqyclu
"('x-oom', 'movie')",b000bl40dg
"('x-oom', 'clone')",b000bl40dg
"('x-oom', 'gold')",b000bl40dg
"('movie', 'clone')",b000bl40dg
"('movie', 'gold')",b000bl40dg
"('clone', 'gold')",b000bl40dg
"('print', 'shop')",b000h22rbg
"('print', 'deluxe')",b000h22rbg
"('shop', 'deluxe')",b000h22rbg
"('imsi', 'turbocad')",b000bezsyi
"('imsi', 'designer')",b000bezsyi
"('imsi', 'v.11')",b000bezsyi
"('turbocad', 'designer')",b000bezsyi
"('turbocad', 'v.11')",b000bezsyi
"('designer', 'v.11')",b000bezsyi
"('lavasoft', 'ad-aware')",b0007g9760
"('lavasoft', 'plus')",b0007g9760
"('lavasoft', 'edition')",b0007g9760
"('ad-aware', 'plus')",b0007g9760
"('ad-aware', 'edition')",b0007g9760
"('plus', 'edition')",b0007g9760
"('clip', '(jewel')",b0001bg5gq
"('clip', 'case)')",b0001bg5gq
"('(jewel', 'case)')",b0001bg5gq
"('instant', 'immersion')",b000ivhozk
"('instant', 'language')",b000ivhozk
"('instant', 'deluxe')",b000ivhozk
"('instant', 'edition')",b000ivhozk
"('immersion', 'language')",b000ivhozk
"('immersion', 'deluxe')",b000ivhozk
"('immersion', 'edition')",b000ivhozk
"('language', 'deluxe')",b000ivhozk
"('language', 'edition')",b000ivhozk
"('deluxe', 'edition')",b000ivhozk
"('elementary', 'school')",b000buqo9a
"('elementary', 'success')",b000buqo9a
"('elementary', 'deluxe')",b000buqo9a
"('elementary', '2006')",b000buqo9a
"('school', 'success')",b000buqo9a
"('school', 'deluxe')",b000buqo9a
"('school', '2006')",b000buqo9a
"('success', 'deluxe')",b000buqo9a
"('success', '2006')",b000buqo9a
"('deluxe', '2006')",b000buqo9a
"('national', 'geographic')",b00032heya
"('national', 'presents:')",b00032heya
"('national', 'redshift')",b00032heya
"('national', 'planetarium')",b00032heya
"('geographic', 'presents:')",b00032heya
"('geographic', 'redshift')",b00032heya
"('geographic', 'planetarium')",b00032heya
"('presents:', 'redshift')",b00032heya
"('presents:', 'planetarium')",b00032heya
"('redshift', 'planetarium')",b00032heya
"('math', 'success')",b000butd6q
"('math', 'deluxe')",b000butd6q
"('math', '2006')",b000butd6q
"('success', 'deluxe')",b000butd6q
"('success', '2006')",b000butd6q
"('deluxe', '2006')",b000butd6q
"('national', 'geographic')",b00032hexq
"('national', 'presents:')",b00032hexq
"('national', 'forces')",b00032hexq
"('national', 'nature')",b00032hexq
"('geographic', 'presents:')",b00032hexq
"('geographic', 'forces')",b00032hexq
"('geographic', 'nature')",b00032hexq
"('presents:', 'forces')",b00032hexq
"('presents:', 'nature')",b00032hexq
"('forces', 'nature')",b00032hexq
"('reference', 'success')",b000b6vlh4
"('reference', 'deluxe')",b000b6vlh4
"('reference', '2006')",b000b6vlh4
"('success', 'deluxe')",b000b6vlh4
"('success', '2006')",b000b6vlh4
"('deluxe', '2006')",b000b6vlh4
"('clifford', 'thinking')",b0009i9tqy
"('clifford', 'adventures')",b0009i9tqy
"('thinking', 'adventures')",b0009i9tqy
"('mastercook', 'deluxe')",b00024yohy
"('mastercook', 'carb')",b00024yohy
"('deluxe', 'carb')",b00024yohy
"('instant', 'home')",b00020633g
"('instant', 'design')",b00020633g
"('instant', '(jewel')",b00020633g
"('instant', 'case)')",b00020633g
"('home', 'design')",b00020633g
"('home', '(jewel')",b00020633g
"('home', 'case)')",b00020633g
"('design', '(jewel')",b00020633g
"('design', 'case)')",b00020633g
"('(jewel', 'case)')",b00020633g
"('boomerang', 'webshop')",b000cbqbby
"('boomerang', 'platinum')",b000cbqbby
"('webshop', 'platinum')",b000cbqbby
"('allume', 'boost')",b0002x1omi
"('allume', 'windows')",b0002x1omi
"('boost', 'windows')",b0002x1omi
"('jumpstart', 'learning')",b0009stm6g
"('jumpstart', 'games')",b0009stm6g
"('jumpstart', 'phonics')",b0009stm6g
"('jumpstart', 'mac)')",b0009stm6g
"('learning', 'games')",b0009stm6g
"('learning', 'phonics')",b0009stm6g
"('learning', 'mac)')",b0009stm6g
"('games', 'phonics')",b0009stm6g
"('games', 'mac)')",b0009stm6g
"('phonics', 'mac)')",b0009stm6g
"('kids', 'power')",b000ap0h94
"('kids', 'little')",b000ap0h94
"('kids', 'ones')",b000ap0h94
"('power', 'little')",b000ap0h94
"('power', 'ones')",b000ap0h94
"('little', 'ones')",b000ap0h94
"('museums', 'world')",b0000ycfe0
"('matchbox', 'cross-town')",b00006j02n
"('matchbox', 'heroes')",b00006j02n
"('cross-town', 'heroes')",b00006j02n
"('studyworks!', 'teaching')",b0000aka82
"('studyworks!', 'pro:')",b0000aka82
"('studyworks!', 'middle')",b0000aka82
"('studyworks!', 'school')",b0000aka82
"('studyworks!', 'math')",b0000aka82
"('studyworks!', 'science')",b0000aka82
"('studyworks!', '(win/mac)')",b0000aka82
"('teaching', 'pro:')",b0000aka82
"('teaching', 'middle')",b0000aka82
"('teaching', 'school')",b0000aka82
"('teaching', 'math')",b0000aka82
"('teaching', 'science')",b0000aka82
"('teaching', '(win/mac)')",b0000aka82
"('pro:', 'middle')",b0000aka82
"('pro:', 'school')",b0000aka82
"('pro:', 'math')",b0000aka82
"('pro:', 'science')",b0000aka82
"('pro:', '(win/mac)')",b0000aka82
"('middle', 'school')",b0000aka82
"('middle', 'math')",b0000aka82
"('middle', 'science')",b0000aka82
"('middle', '(win/mac)')",b0000aka82
"('school', 'math')",b0000aka82
"('school', 'science')",b0000aka82
"('school', '(win/mac)')",b0000aka82
"('math', 'science')",b0000aka82
"('math', '(win/mac)')",b0000aka82
"('science', '(win/mac)')",b0000aka82
"(""trudy's"", 'time')",b00002s8if
"(""trudy's"", 'place')",b00002s8if
"(""trudy's"", 'house')",b00002s8if
"(""trudy's"", 'ages')",b00002s8if
"('time', 'place')",b00002s8if
"('time', 'house')",b00002s8if
"('time', 'ages')",b00002s8if
"('place', 'house')",b00002s8if
"('place', 'ages')",b00002s8if
"('house', 'ages')",b00002s8if
"('personal', 'image')",b0009ren8e
"('personal', 'manager')",b0009ren8e
"('image', 'manager')",b0009ren8e
"('stomp', 'drive')",b000a3x6te
"('stomp', 'washer')",b000a3x6te
"('drive', 'washer')",b000a3x6te
"('kids', 'power')",b000ap422c
"('kids', 'kids')",b000ap422c
"('power', 'kids')",b000ap422c
"('custom', 'landdesigner')",b000098xjo
"('custom', 'design')",b000098xjo
"('landdesigner', 'design')",b000098xjo
"('freddi', 'fish')",b000314vvu
"('freddi', 'haunted')",b000314vvu
"('freddi', 'schoolhouse')",b000314vvu
"('fish', 'haunted')",b000314vvu
"('fish', 'schoolhouse')",b000314vvu
"('haunted', 'schoolhouse')",b000314vvu
"('netgear', 'vpn01l')",b000100eg4
"('netgear', 'client')",b000100eg4
"('netgear', 'software')",b000100eg4
"('vpn01l', 'client')",b000100eg4
"('vpn01l', 'software')",b000100eg4
"('client', 'software')",b000100eg4
"('standard', 'mgmt')",b000fa5ens
"('standard', '2005')",b000fa5ens
"('standard', 'english')",b000fa5ens
"('mgmt', '2005')",b000fa5ens
"('mgmt', 'english')",b000fa5ens
"('2005', 'english')",b000fa5ens
"('eastwest', 'bsendorfer')",b0002e3g6o
"('eastwest', 'grand')",b0002e3g6o
"('eastwest', 'piano')",b0002e3g6o
"('eastwest', 'virtual')",b0002e3g6o
"('eastwest', 'instrument')",b0002e3g6o
"('bsendorfer', 'grand')",b0002e3g6o
"('bsendorfer', 'piano')",b0002e3g6o
"('bsendorfer', 'virtual')",b0002e3g6o
"('bsendorfer', 'instrument')",b0002e3g6o
"('grand', 'piano')",b0002e3g6o
"('grand', 'virtual')",b0002e3g6o
"('grand', 'instrument')",b0002e3g6o
"('piano', 'virtual')",b0002e3g6o
"('piano', 'instrument')",b0002e3g6o
"('virtual', 'instrument')",b0002e3g6o
"('diskeepeer', '2007')",b000ju9ndq
"('diskeepeer', 'admin')",b000ju9ndq
"('diskeepeer', 'upgrade')",b000ju9ndq
"('diskeepeer', 'sngl')",b000ju9ndq
"('diskeepeer', 'pack')",b000ju9ndq
"('2007', 'admin')",b000ju9ndq
"('2007', 'upgrade')",b000ju9ndq
"('2007', 'sngl')",b000ju9ndq
"('2007', 'pack')",b000ju9ndq
"('admin', 'upgrade')",b000ju9ndq
"('admin', 'sngl')",b000ju9ndq
"('admin', 'pack')",b000ju9ndq
"('upgrade', 'sngl')",b000ju9ndq
"('upgrade', 'pack')",b000ju9ndq
"('sngl', 'pack')",b000ju9ndq
"('monarch', 'v9.0')",b000nqq29y
"('midway', 'arcade')",b0007iqg2q
"('midway', 'treasures')",b0007iqg2q
"('midway', '(jewel')",b0007iqg2q
"('midway', 'case)')",b0007iqg2q
"('arcade', 'treasures')",b0007iqg2q
"('arcade', '(jewel')",b0007iqg2q
"('arcade', 'case)')",b0007iqg2q
"('treasures', '(jewel')",b0007iqg2q
"('treasures', 'case)')",b0007iqg2q
"('(jewel', 'case)')",b0007iqg2q
"('snap!', 'drink')",b000099sin
"('snap!', 'recipies')",b000099sin
"('snap!', '(jewel')",b000099sin
"('snap!', 'case)')",b000099sin
"('drink', 'recipies')",b000099sin
"('drink', '(jewel')",b000099sin
"('drink', 'case)')",b000099sin
"('recipies', '(jewel')",b000099sin
"('recipies', 'case)')",b000099sin
"('(jewel', 'case)')",b000099sin
"('server', 'v10.4.7')",b000hj9r3u
"('server', '10-client')",b000hj9r3u
"('v10.4.7', '10-client')",b000hj9r3u
"('epson', 'storyteller')",b0007yll20
"('epson', 'photo')",b0007yll20
"('epson', 'book')",b0007yll20
"('epson', 'creator')",b0007yll20
"('epson', 'pages)')",b0007yll20
"('storyteller', 'photo')",b0007yll20
"('storyteller', 'book')",b0007yll20
"('storyteller', 'creator')",b0007yll20
"('storyteller', 'pages)')",b0007yll20
"('photo', 'book')",b0007yll20
"('photo', 'creator')",b0007yll20
"('photo', 'pages)')",b0007yll20
"('book', 'creator')",b0007yll20
"('book', 'pages)')",b0007yll20
"('creator', 'pages)')",b0007yll20
"('adobe', 'acrobat')",b0000afwwl
"('adobe', 'capture')",b0000afwwl
"('adobe', '22101258')",b0000afwwl
"('acrobat', 'capture')",b0000afwwl
"('acrobat', '22101258')",b0000afwwl
"('capture', '22101258')",b0000afwwl
"('mythology', '(mac)')",b0000ak7c5
"('emedia', 'intermediate')",b000162zp6
"('emedia', 'guitar')",b000162zp6
"('emedia', 'method')",b000162zp6
"('intermediate', 'guitar')",b000162zp6
"('intermediate', 'method')",b000162zp6
"('guitar', 'method')",b000162zp6
"('internet', 'security')",b000i84dsy
"('internet', 'suite')",b000i84dsy
"('internet', '2007')",b000i84dsy
"('internet', 'user')",b000i84dsy
"('security', 'suite')",b000i84dsy
"('security', '2007')",b000i84dsy
"('security', 'user')",b000i84dsy
"('suite', '2007')",b000i84dsy
"('suite', 'user')",b000i84dsy
"('2007', 'user')",b000i84dsy
"('kaplan', 'sat/act/psat')",b000gaoo7y
"('kaplan', 'express')",b000gaoo7y
"('sat/act/psat', 'express')",b000gaoo7y
"('passwords', 'plus')",b00008ajjc
"('emedia', 'essential')",b000jj4fbw
"('emedia', 'bass')",b000jj4fbw
"('emedia', 'guitar')",b000jj4fbw
"('essential', 'bass')",b000jj4fbw
"('essential', 'guitar')",b000jj4fbw
"('bass', 'guitar')",b000jj4fbw
"('scratches:', 'directors')",b000kmcf0g
"('reunion', 'virtual')",b000ozibhk
"('reunion', 'programming')",b000ozibhk
"('reunion', 'ltd.')",b000ozibhk
"('virtual', 'programming')",b000ozibhk
"('virtual', 'ltd.')",b000ozibhk
"('programming', 'ltd.')",b000ozibhk
"('write', 'brothers')",b000h774k0
"('write', 'dramatica')",b000h774k0
"('write', 'win/mac')",b000h774k0
"('brothers', 'dramatica')",b000h774k0
"('brothers', 'win/mac')",b000h774k0
"('dramatica', 'win/mac')",b000h774k0
"('emedia', 'bass')",b000162zq0
"('emedia', 'method')",b000162zq0
"('emedia', 'win/mac')",b000162zq0
"('bass', 'method')",b000162zq0
"('bass', 'win/mac')",b000162zq0
"('method', 'win/mac')",b000162zq0
"('microsoft', 'licenses')",b0006g2wke
"('microsoft', 'project')",b0006g2wke
"('microsoft', 'govt')",b0006g2wke
"('microsoft', '(h2200301)')",b0006g2wke
"('licenses', 'project')",b0006g2wke
"('licenses', 'govt')",b0006g2wke
"('licenses', '(h2200301)')",b0006g2wke
"('project', 'govt')",b0006g2wke
"('project', '(h2200301)')",b0006g2wke
"('govt', '(h2200301)')",b0006g2wke
"('total', 'training')",b000qs8n64
"('total', 'adobe')",b000qs8n64
"('total', 'creative')",b000qs8n64
"('total', 'suite')",b000qs8n64
"('total', 'design')",b000qs8n64
"('total', 'premium')",b000qs8n64
"('total', 'bundle')",b000qs8n64
"('training', 'adobe')",b000qs8n64
"('training', 'creative')",b000qs8n64
"('training', 'suite')",b000qs8n64
"('training', 'design')",b000qs8n64
"('training', 'premium')",b000qs8n64
"('training', 'bundle')",b000qs8n64
"('adobe', 'creative')",b000qs8n64
"('adobe', 'suite')",b000qs8n64
"('adobe', 'design')",b000qs8n64
"('adobe', 'premium')",b000qs8n64
"('adobe', 'bundle')",b000qs8n64
"('creative', 'suite')",b000qs8n64
"('creative', 'design')",b000qs8n64
"('creative', 'premium')",b000qs8n64
"('creative', 'bundle')",b000qs8n64
"('suite', 'design')",b000qs8n64
"('suite', 'premium')",b000qs8n64
"('suite', 'bundle')",b000qs8n64
"('design', 'premium')",b000qs8n64
"('design', 'bundle')",b000qs8n64
"('premium', 'bundle')",b000qs8n64
"('everquest:', 'titanium')",b000cpshfs
"('retrospect', 'professional')",b000ehq008
"('retrospect', 'windows')",b000ehq008
"('retrospect', 'upgrade')",b000ehq008
"('professional', 'windows')",b000ehq008
"('professional', 'upgrade')",b000ehq008
"('windows', 'upgrade')",b000ehq008
"('iriscard', 'business')",b000f7ixx4
"('iriscard', 'card')",b000f7ixx4
"('iriscard', 'scanner')",b000f7ixx4
"('business', 'card')",b000f7ixx4
"('business', 'scanner')",b000f7ixx4
"('card', 'scanner')",b000f7ixx4
"('computrace', 'lojack')",b000brgbpa
"('computrace', 'laptops')",b000brgbpa
"('computrace', 'year')",b000brgbpa
"('computrace', 'subscription')",b000brgbpa
"('lojack', 'laptops')",b000brgbpa
"('lojack', 'year')",b000brgbpa
"('lojack', 'subscription')",b000brgbpa
"('laptops', 'year')",b000brgbpa
"('laptops', 'subscription')",b000brgbpa
"('year', 'subscription')",b000brgbpa
